ID,Timestamp,Days,Hours,Minutes,RawData
C1,31501,0,8,45,###C1#T0#S2_4.10#T1#S3_24.0#T2#S1_-0.01_A11#T3#S1_0.00_A11#T4#S1_0.00_A11#T5#S1_0.00_A11#T6#S1_0.00_A11#E#
C1,31801,0,8,50,###C1#T0#S2_4.10#T1#S3_24.0#T2#S1_-0.01_A11#T3#S1_0.00_A11#T4#S1_0.00_A11#T5#S1_0.00_A11#T6#S1_0.00_A11#E#
C1,32101,0,8,55,###C1#T0#S2_4.10#T1#S3_24.0#T2#S1_-0.01_A11#T3#S1_0.00_A11#T4#S1_0.00_A11#T5#S1_0.00_A11#T6#S1_0.00_A11#E#
C1,32401,0,9,0,###C1#T0#S2_4.10#T1#S3_24.0#T2#S1_-0.01_A11#T3#S1_-0.01_A11#T4#S1_0.00_A11#T5#S1_0.00_A11#T6#S1_0.00_A11#E#
C1,32701,0,9,5,###C1#T0#S2_4.10#T1#S3_24.0#T2#S1_-0.01_A11#T3#S1_-0.00_A11#T4#S1_0.00_A11#T5#S1_0.00_A11#T6#S1_0.00_A11#E#
C1,33001,0,9,10,###C1#T0#S2_4.10#T1#S3_24.0#T2#S1_-0.01_A11#T3#S1_-0.00_A11#T4#S1_0.00_A11#T5#S1_0.00_A11#T6#S1_0.00_A11#E#
C1,33301,0,9,15,###C1#T0#S2_4.10#T1#S3_24.0#T2#S1_-0.01_A11#T3#S1_0.00_A11#T4#S1_0.00_A11#T5#S1_0.00_A11#T6#S1_0.00_A11#E#
C1,33601,0,9,20,###C1#T0#S2_4.10#T1#S3_24.0#T2#S1_0.00_A11#T3#S1_0.00_A11#T4#S1_0.00_A11#T5#S1_0.00_A11#T6#S1_0.00_A11#E#
C1,33901,0,9,25,###C1#T0#S2_4.10#T1#S3_23.8#T2#S1_-0.00_A11#T3#S1_-0.00_A11#T4#S1_0.00_A11#T5#S1_0.00_A11#T6#S1_0.00_A11#E#
C1,34201,0,9,30,###C1#T0#S2_4.10#T1#S3_23.8#T2#S1_-0.01_A11#T3#S1_0.00_A11#T4#S1_0.00_A11#T5#S1_0.00_A11#T6#S1_0.00_A11#E#
C1,34501,0,9,35,###C1#T0#S2_4.10#T1#S3_23.8#T2#S1_0.00_A11#T3#S1_-0.00_A11#T4#S1_0.00_A11#T5#S1_0.00_A11#T6#S1_0.00_A11#E#
