ID,Timestamp,Days,Hours,Minutes,RawData
C1,3481,0,0,58,###C1#T0#S2_4.17#T1#S3_24.8#T2#S1_8.66_A11#T3#S1_2.55_A11#T4#S1_0.00_A11#T5#S1_0.00_A11#T6#S1_0.01_A11#E#
C1,3541,0,0,59,###C1#T0#S2_4.17#T1#S3_24.5#T2#S1_7.70_A11#T3#S1_2.26_A11#T4#S1_0.00_A11#T5#S1_0.00_A11#T6#S1_0.01_A11#E#
C1,3601,0,1,0,###C1#T0#S2_4.17#T1#S3_24.5#T2#S1_9.67_A11#T3#S1_2.86_A11#T4#S1_0.00_A11#T5#S1_0.00_A11#T6#S1_0.01_A11#E#
C1,3661,0,1,1,###C1#T0#S2_4.17#T1#S3_24.3#T2#S1_8.57_A11#T3#S1_2.53_A11#T4#S1_0.00_A11#T5#S1_0.00_A11#T6#S1_0.01_A11#E#
C1,3721,0,1,2,###C1#T0#S2_4.17#T1#S3_24.0#T2#S1_8.51_A11#T3#S1_2.52_A11#T4#S1_0.00_A11#T5#S1_0.00_A11#T6#S1_0.01_A11#E#
C1,3781,0,1,3,###C1#T0#S2_4.17#T1#S3_24.0#T2#S1_7.60_A11#T3#S1_2.26_A11#T4#S1_0.00_A11#T5#S1_0.00_A11#T6#S1_0.01_A11#E#
C1,3841,0,1,4,###C1#T0#S2_4.17#T1#S3_23.8#T2#S1_11.89_A11#T3#S1_3.57_A11#T4#S1_0.00_A11#T5#S1_0.00_A11#T6#S1_0.01_A11#E#
C1,3901,0,1,5,###C1#T0#S2_4.17#T1#S3_23.5#T2#S1_13.48_A11#T3#S1_4.05_A11#T4#S1_0.00_A11#T5#S1_0.00_A11#T6#S1_0.01_A11#E#
C1,3961,0,1,6,###C1#T0#S2_4.17#T1#S3_23.5#T2#S1_12.45_A11#T3#S1_3.74_A11#T4#S1_0.00_A11#T5#S1_0.00_A11#T6#S1_0.01_A11#E#
C1,4021,0,1,7,###C1#T0#S2_4.17#T1#S3_23.3#T2#S1_11.79_A11#T3#S1_3.53_A11#T4#S1_0.00_A11#T5#S1_0.00_A11#T6#S1_0.01_A11#E#
C1,4081,0,1,8,###C1#T0#S2_4.17#T1#S3_23.3#T2#S1_4.34_A11#T3#S1_1.47_A11#T4#S1_0.00_A11#T5#S1_0.00_A11#T6#S1_0.00_A11#E#
C1,4141,0,1,9,###C1#T0#S2_4.17#T1#S3_23.3#T2#S1_3.48_A11#T3#S1_0.97_A11#T4#S1_0.00_A11#T5#S1_0.00_A11#T6#S1_0.01_A11#E#
C1,4201,0,1,10,###C1#T0#S2_4.17#T1#S3_23.3#T2#S1_4.20_A11#T3#S1_1.17_A11#T4#S1_0.00_A11#T5#S1_0.00_A11#T6#S1_0.00_A11#E#
C1,4261,0,1,11,###C1#T0#S2_4.17#T1#S3_23.3#T2#S1_3.79_A11#T3#S1_1.04_A11#T4#S1_0.00_A11#T5#S1_0.00_A11#T6#S1_0.01_A11#E#
C1,4321,0,1,12,###C1#T0#S2_4.17#T1#S3_23.3#T2#S1_3.91_A11#T3#S1_1.08_A11#T4#S1_0.00_A11#T5#S1_0.00_A11#T6#S1_0.01_A11#E#
C1,4381,0,1,13,###C1#T0#S2_4.17#T1#S3_23.3#T2#S1_2.43_A11#T3#S1_0.68_A11#T4#S1_0.00_A11#T5#S1_0.00_A11#T6#S1_0.01_A11#E#
C1,4441,0,1,14,###C1#T0#S2_4.17#T1#S3_23.3#T2#S1_1.86_A11#T3#S1_0.48_A11#T4#S1_0.00_A11#T5#S1_0.00_A11#T6#S1_0.01_A11#E#
C1,4501,0,1,15,###C1#T0#S2_4.17#T1#S3_23.5#T2#S1_1.75_A11#T3#S1_0.44_A11#T4#S1_0.00_A11#T5#S1_0.00_A11#T6#S1_0.01_A11#E#
C1,4561,0,1,16,###C1#T0#S2_4.17#T1#S3_23.5#T2#S1_2.32_A11#T3#S1_0.64_A11#T4#S1_0.00_A11#T5#S1_0.00_A11#T6#S1_0.01_A11#E#
C1,4621,0,1,17,###C1#T0#S2_4.17#T1#S3_23.5#T2#S1_2.01_A11#T3#S1_0.53_A11#T4#S1_0.00_A11#T5#S1_0.00_A11#T6#S1_0.01_A11#E#
C1,4681,0,1,18,###C1#T0#S2_4.17#T1#S3_23.8#T2#S1_2.57_A11#T3#S1_0.72_A11#T4#S1_0.00_A11#T5#S1_0.00_A11#T6#S1_0.01_A11#E#
C1,4741,0,1,19,###C1#T0#S2_4.17#T1#S3_23.8#T2#S1_3.24_A11#T3#S1_0.90_A11#T4#S1_0.00_A11#T5#S1_0.00_A11#T6#S1_0.01_A11#E#
C1,4801,0,1,20,###C1#T0#S2_4.17#T1#S3_23.8#T2#S1_2.81_A11#T3#S1_0.78_A11#T4#S1_0.00_A11#T5#S1_0.00_A11#T6#S1_0.01_A11#E#
C1,4861,0,1,21,###C1#T0#S2_4.17#T1#S3_24.0#T2#S1_2.61_A11#T3#S1_0.72_A11#T4#S1_0.00_A11#T5#S1_0.00_A11#T6#S1_0.01_A11#E#
C1,4921,0,1,22,###C1#T0#S2_4.17#T1#S3_24.0#T2#S1_2.78_A11#T3#S1_0.77_A11#T4#S1_0.00_A11#T5#S1_0.00_A11#T6#S1_0.00_A11#E#
C1,4981,0,1,23,###C1#T0#S2_4.17#T1#S3_24.0#T2#S1_7.20_A11#T3#S1_2.05_A11#T4#S1_0.00_A11#T5#S1_0.00_A11#T6#S1_0.01_A11#E#
C1,5041,0,1,24,###C1#T0#S2_4.17#T1#S3_24.0#T2#S1_8.71_A11#T3#S1_2.49_A11#T4#S1_0.00_A11#T5#S1_0.00_A11#T6#S1_0.01_A11#E#
